doc,seed,chunk_size_tok,start_index,end_index,question,answer
index_network_ops.rst.txt,42,240,0,745,"What are the three specific network operations that are detailed in the provided documentation, and where can one find more information about each of these operations?",".. _network_ops_card:

Network operations
==================

For general information on the Network component, visit the :ref:`cloud/os_overview/os_components/network:network` page. 

.. toctree::
   :maxdepth: 2
   :hidden:

   network_create
   secgroups_create
   fip_association 

.. grid:: 3

    .. grid-item-card:: |osneutron| **Network: create**
      :link: network_create_card
      :link-type: ref

    .. grid-item-card:: |osneutron| **floating IP: association**
      :link: fip_associate_card
      :link-type: ref

    .. grid-item-card:: |osneutron| **Security groups: create**
      :link: secgroups_create_card
      :link-type: ref

.. |osneutron| image:: /cloud/_img/neutron_logo.png
   :width: 35px
   :class: no-scaled-link"
index_shares_ops.rst.txt,42,193,0,582,"What are the two types of shares mentioned in the 'Shares operations' section, and where can one find detailed instructions for creating each type?",".. _shares_ops_card:

Shares operations
=================

For general information on the Shares component, visit the :ref:`cloud/os_overview/os_components/shares:shares` page. 

.. toctree::
   :maxdepth: 2
   :hidden:
   
   cephfs_share_create
   generic_share_create

.. card:: |osmanila| **CEPHFS shares: create**
      :link: shares_cephfs_create_card
      :link-type: ref

.. card:: |osmanila| **Generic shares: create**
      :link: shares_generic_create_card
      :link-type: ref

.. |osmanila| image:: /cloud/_img/manila_logo.png
   :width: 35px
   :class: no-scaled-link"
network.rst.txt,42,367,0,1534,"How does the OpenStack Neutron service facilitate communication between virtual machines within a project network and the external network, and what are the essential components required for this communication to occur?",".. _network_card:

Network
=======

`OpenStack Neutron service <https://docs.openstack.org/neutron/latest/>`_ is a core component of the OpenStack 
cloud computing platform, which provides ""networking as a service"" between interface 
devices managed by other OpenStack components such as Nova (compute) and Cinder 
(block storage) services. Neutron allows users to create and manage various networking services 
like VLANs, SDNs (Software Defined Networks), and other complex network topologies.

.. image:: ../../_img/openstack_network_topology.png

Project networks are isolated and private. These networks are not accessible from 
outside the OpenStack environment unless routed through an external network. The 
**external network** is the public-facing network that allows VMs within the tenant 
networks to access the internet.

To operate, a network will need at least a **subnet** and a **router**. A subnet is 
a range of IP addresses in your project's network, while a router is the virtual 
device that forwards traffic between your project and the external network.

Once the project has a network, it is possible to link to it virtual machines and other 
resources in order to connect them between each other and to the external network.

Subnets
-------

A subnet is a range of IP addresses in your project's network. You can create subnets 
to group instances according to security and operational needs. When you create a 
subnet, you specify the CIDR block for the subnet, which is a subset of the network 
CIDR block."
db_access.rst.txt,42,663,0,2847,What specific command would you use in the OpenStack CLI to list the available versions of the MySQL datastore on the CINECA HPC Cloud?,".. _db_access_card:

Database: access
================

Accessing the Database instance
-------------------------------
To access the database instance, the typical SQL command (depending on the datastore you chose for your database instance) can be used.
In the below example of a MySQL database instance, it is shown how to access the database. After you successfully install the MySQL client, use the following commands to access the database:

.. code-block:: bash

    $ mysql -h <ip-address-of-db-instance> -u<user-name> -p<password>
    
    ------------------------------------------------------------------------------------
    
    mysql: [Warning] Using a password on the command line interface can be insecure.
    Welcome to the MySQL monitor. Commands end with ; or \g.
    Your MySQL connection id is 16
    Server version: 5.7.29 MySQL Community Server (GPL)
    
    Copyright (c) 2000, 2023, Oracle and/or its affiliates.
    
    Oracle is a registered trademark of Oracle Corporation and/or its
    affiliates. Other names may be trademarks of their respective
    owners.
    
    Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.
    
    mysql>


Once you accessed the database, a mysql prompt will be available. You can check the list of databases using the following command:

.. code-block:: bash

    mysql> show databases;
    
    --------------
    show databases
    --------------
    
    +--------------------+
    | Database           |
    +--------------------+
    | information_schema |
    | test               |
    +--------------------+
    2 rows in set (0,02 sec)


How to list the available datastore and their version using OpenStack CLI
-------------------------------------------------------------------------
A datastore is a database engine that is supported by Trove and it is used to create the database instance. 
On CINECA HPC Cloud the following datastores namely MySQL, MariaDB, PostgreSQL are available.

- You can check the available datastores with the command ``openstack datastore list``. The ID and Name of the datastores supported will be shown.

.. code-block:: bash

    $ openstack datastore list  # shows all datastores available in Cloud infrastructure
    
    +--------------------------------------+------------+
    | ID                                   | Name       |
    +--------------------------------------+------------+
    | b2103dff-9331-4be2-8193-170f2a509e16 | mariadb    |
    | ed541d5a-d260-4b6b-ac80-74ac38167d70 | mysql      |
    | e8d12fef-3c54-4e83-818c-4a89a104780d | postgresql |
    +--------------------------------------+------------+


- With the command ``openstack datastore version list <name of the datastore>``, you can check the list of datastores with their version. Below we show an example for mysql datastore."
network_create.rst.txt,42,272,0,827,"What are the specific steps and details required to create a new network and subnet with DHCP enabled in the Horizon Dashboard, including the example network address and gateway IP provided?",".. _network_create_card:

Network: create
=================

- In the Horizon Dashboard go to *""Network â Networks""* tab and select *""Create network""* button. 

.. image:: /cloud/_img/op_network_create_img1.png

- In the pop-up window add a name for your Network and select the *""Create Subnet""* checkbox.

.. image:: /cloud/_img/op_network_create_img2.png

- In the *Subnet tab*, assign a name to the Subnet and provide the Network address and Gateway IP. As an example you can set: 

   - Network Address: 192.168.0.0/24
   - Gateway IP: 192.168.0.254 (the last address for subnet 192.168.0.0/24)

.. image:: /cloud/_img/op_network_create_img3.png

- In the last step, select *""Enable DHCP""* checkbox. 

.. image:: /cloud/_img/op_network_create_img4.png

- Click the *""Create""* button on the right bottom side of the window."
compute.rst.txt,42,405,0,1685,What are the key differences between ephemeral and bootable virtual machines in terms of root volume management and resource usage?,".. _compute_card:

Compute
=======

This component, based on the `OpenStack Nova Service <https://docs.openstack.org/nova/latest/>`_, allows the management of the 
computing resources. 


Instances
---------

An instance (or virtual machine) is a software-based emulation of a physical computer. 
It runs an operating system and applications, just like a physical computer. With 
instances, users can run applications and workloads in the cloud. Instances can be 
created from an image, or from a snapshot.

In the corresponding part of the OpenStack Horizon dashboard *""Compute â Instances""*, 
you can:

- visualize the quota of the selected project and its usage in the *""Overview""* page
- access the list of instances
- create a new instance
- perform operations (**Actions**) on the selected instance, like attaching/de-attaching volumes, 
  suspend or shut off, creation of snapshots

Virtual machines can be of two types:

.. grid:: 2

  .. grid-item-card:: 

    **Ephemeral** Virtual Machines are booted from an OpenStack image. 
    
    These images have fixed 
    root volume dimension, dictated from the used flavor.
    
    Creating an ephemeral virtual machine is more lightweight for tenant resources, since the root volume won't be accounted 
    on the tenant storage quota.

  .. grid-item-card:: 

    **Bootable** Virtual Machines are created using a pre-existing volume as root volume. 

    Users can choose freely the size of the root volume of the virtual machine.
    Creating a virtual machine from a bootable volume has two main advantages:

    - customizable root volume size
    - the data of the root volume won't be deleted when deleting the instance"
access.rst.txt,42,719,8099,10906,"What steps must a Windows user follow to configure the smallstep client and activate the ssh-agent, and what specific commands are involved in each step?",".. figure:: img/ca_linux.png

      * **Step 4**

        Once the certificate is created, a webpage will automatically open in your default browser.
        You will need to **sign in** using your cluster credentials (username and password). Afterwards, you will be prompted to enter a temporary code generated by your OTP application to complete the process.

        .. figure:: img/otp.png

        Once authenticated, you will see a **Success message** on your browser, meaning that the certificate has been generated and it is available on your PC.

        .. figure:: img/success_ca.png

        .. note:: 
          the certificate is valid for **12 hours** !!!  If you reboot your PC, the certificate is lost and you need to download a new one (repeating step 3 step ssh login ... ) !

Windows users have multiple options:

.. dropdown:: Windows Powershell
   :animate: fade-in-slide-down
   :color: light

   * **Step 1** 
      * Open the ``Powershell``. Windows O.S will show the standard prompt

      .. figure:: img/powershell_1.png

   * **Step 2** - Download and install `scoop`
      * From the ``Powershell`` prompt type the command:

      .. code-block:: shell
         
         iwr -useb get.scoop.sh | iex 

   * **Step 3** - Test 'scoop'

      .. code-block:: shell

         scoop help            

   * **Step 4** - Install ``git`` support for `scoop`

      .. code-block:: shell

         scoop install git

   * **Step 5** - Install and verify `smallstep`

      .. code-block:: shell

         scoop bucket add smallstep https://github.com/smallstep/scoop-bucket.git
 
         scoop install smallstep/step

          step

   * **Step 6** - Configure `smallstep` client
      * Initialize `smallstep` client with the command:

      .. code-block:: shell

         step ca bootstrap --ca-url=https://sshproxy.hpc.cineca.it --fingerprint 2ae1543202304d3f434bdc1a2c92eff2cd2b02110206ef06317e70c1c1735ecd

      A successful configuration will show the message:

      .. code-block:: shell

         The authority configuration has been saved in C:\Users\m.rossi\.step\config\default.json.

         PS C:\Users\m.rossi> Get-Service --Name ssh-agent

   * **Step 7** - Activation of the ``ssh-agent``
      * On the O.S. Windows 11, the ``ssh-agent`` is active by default. You can verify the activation status with the command:

      .. code-block:: shell

         Get-Service -Name ssh-agent

      The output on ``Powershell`` should be:

      .. code-block:: shell

         Status   Name           Display Name
         ------   ----           -------------
         Running  ssh-agent      OpenSSH Authentication Agent 

      * If the service is not in ``running status``, it can be activated with:

      .. code-block:: shell

         Start-Service -Name ssh-agent"
index_operative_manual.rst.txt,42,609,0,1792,"What are the six categories of operations detailed in the Operative Manual, and which specific component does each category correspond to?","Operative Manual
================

This section collects all the operative guidelines on how to perform the most common operations. 

The operations are grouped whenever possible according to the respective Components.

.. toctree::
   :maxdepth: 1
   :hidden:

   compute_ops/index_compute_ops
   storage_ops/index_storage_ops
   network_ops/index_network_ops
   shares_ops/index_shares_ops
   db_ops/index_db_ops
   lb_ops/index_lb_ops


.. grid:: 3

    .. grid-item-card:: |osnova| **Compute operations**
      :link: compute_ops_card
      :link-type: ref

    .. grid-item-card:: |oscinder| **Storage operations**
      :link: storage_ops_card
      :link-type: ref

    .. grid-item-card:: |osneutron| **Network operations**
      :link: network_ops_card
      :link-type: ref

.. grid:: 3

    .. grid-item-card:: |osmanila| **Shares operations**
      :link: shares_ops_card
      :link-type: ref

    .. grid-item-card:: |ostrove| **Database operations**
      :link: database_ops_card
      :link-type: ref

    .. grid-item-card:: |osoctavia| **Load Balancer operations**
      :link: load_balancer_ops_card
      :link-type: ref



.. |oslogo| image:: /cloud/_img/openstack_logo.png
   :width: 35px
   :class: no-scaled-link

.. |osnova| image:: /cloud/_img/nova_logo.png
   :width: 35px
   :class: no-scaled-link

.. |osneutron| image:: /cloud/_img/neutron_logo.png
   :width: 35px
   :class: no-scaled-link

.. |oscinder| image:: /cloud/_img/cinder_logo.png
   :width: 35px
   :class: no-scaled-link

.. |osmanila| image:: /cloud/_img/manila_logo.png
   :width: 35px
   :class: no-scaled-link

.. |ostrove| image:: /cloud/_img/trove_logo.png
   :width: 35px
   :class: no-scaled-link

.. |osoctavia| image:: /cloud/_img/octavia_logo.png
   :width: 35px
   :class: no-scaled-link"
index_system_specifics.rst.txt,42,207,0,671,"What are the specific details provided for each HPC Cloud machine in production at CINECA, and where can one find general information about the HPC Cloud infrastructure and service?","Cloud Specifics
================

In the corresponding sub-sections are described the details specific to each HPC Cloud machine in 
production at CINECA. For the general information on the HPC Cloud infrastructure and service, please refer to :ref:`cloud/general/general_info:introduction to hpc cloud`. 

.. |ico1| image:: /cloud/_img/hpc_icon.png
   :height: 35px
   :class: no-scaled-link

.. grid:: 2

    .. grid-item-card:: |ico1| **ADA**
      :link: ada_card
      :link-type: ref

    .. grid-item-card:: |ico1| **GAIA**
      :link: gaia_card
      :link-type: ref


.. toctree::
  :maxdepth: 2
  :hidden:

  ada


.. toctree::
  :maxdepth: 2
  :hidden:

  gaia"
services_and_tools.rst.txt,42,179,0,685,"What are the three specific tools mentioned in the 'Services and Tools' section that support high-performance computing services for research, simulations, and data processing?",".. _serv_tools_card:

Services and Tools
==================

High-Performance Computing (HPC) services typically provide advanced computational resources. These tools and services are designed to support research, simulations, data processing, and other high-performance applications.

.. grid:: 3

   .. grid-item-card:: **Interactive Computing**
      :link: interactive_computing_card
      :link-type: ref


   .. grid-item-card:: **Singularity**
      :link: singularity_card
      :link-type: ref

   .. grid-item-card:: **Miniconda**
      :link: miniconda_card
      :link-type: ref

.. toctree::
   :maxdepth: 1
   :hidden:

   interactive_computing
   singularity
   miniconda"
CINECA.rst.txt,42,75,0,194,What does the HTTP status code '404 Not Found' indicate about the requested URL in the context of the provided HTML document?,"<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>404 Not Found</title>
</head><body>
<h1>Not Found</h1>
<p>The requested URL was not found on this server.</p>
</body></html>"
